index,ObsType,Latitude,Longitude,Elevation(m),UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,SkyComment,LocationComment,Country,UTDatetime,UTTimeHour,MoonAlt,MoonAz
1539,SQM,28.6683,-17.9032,522.444,2019-02-11,21:49,3.0,20.09,7102,2,"Nubes altas al noroeste   Orin 70 grados horizonte suroeste. Luna creciente 49 grados horizonte oeste. Temp 22,5",Zona suburbana Los Pedregales,Spain,2019-02-11 21:49:00,-0.7071067811865477,38.07683654003845,259.5818107253404
1544,SQM,28.6683,-17.9032,522.328,2019-02-12,02:14,2.0,20.46,7102,0,Nubes horizonte sureste escasas   Orin 25 grados horizonte oeste. Luna creciente puesta.Temp 22,Zona suburbana Los Pedregales,Spain,2019-02-12 02:14:00,0.49999999999999994,-16.989132764347698,292.5325473375935
1558,SQM,28.6683,-17.9032,522.43,2019-02-12,21:50,3.0,20.08,7102,0,"Algo de calima. Orin 75 grados horizonte suroeste sobre luces de ciudad. Luna creciente 50 grados horizonte oeste. Temp 22,5C",Zona suburbana Los Pedregales,Spain,2019-02-12 21:50:00,-0.7071067811865477,49.78338882823093,257.0666884587471
1567,SQM,28.6683,-17.9032,522.602,2019-02-13,01:10,3.0,21.03,7102,0,"Orin  25 grados horizonte oeste Luna creciente ocultada horizonte oeste. Temp 22,5 C",Zona suburbana Los Pedregales,Spain,2019-02-13 01:10:00,0.25881904510252074,7.583209689066933,282.1006056690393
1575,SQM,28.6683,-17.9032,522.447,2019-02-13,21:18,3.0,18.61,7102,0,"Orin 75 grados suroeste. Luna creciente 65 grados oeste muy cerca de Orin. Temp 22,5 C.",Zona suburbana Los Pedregales. Iluminacin  de complejos deportivos muy intensa.,Spain,2019-02-13 21:18:00,-0.7071067811865477,68.295493725129,242.6003503118097
1580,SQM,28.6683,-17.9032,529.705,2019-02-13,22:47,3.0,18.83,7102,0,Orin 60 grados suroeste. Luna creciente 50 grados oeste muy cerca de Orin. Temp 22 C.,Zona suburbana Los Pedregales.  Iluminacin de ciudad atenuada.,Spain,2019-02-13 22:47:00,-0.5000000000000004,50.08341801692883,262.9341839714949
1585,SQM,35.8456,137.698,811.92,2019-01-30,10:18,4.0,20.08,,0,,,Japan,2019-01-30 10:18:00,0.49999999999999994,-71.3618171411907,336.7677284630658
1586,SQM,35.8456,137.698,811.92,2019-01-30,10:18,5.0,20.09,,0,,,Japan,2019-01-30 10:18:00,0.49999999999999994,-71.3618171411907,336.7677284630658
1587,SQM,35.8456,137.698,811.92,2019-01-30,10:20,5.0,20.1,,0,,Ksiso-Seiho High School.,Japan,2019-01-30 10:20:00,0.49999999999999994,-71.51321806117409,338.10715419550735
1619,SQM,51.9043,-8.45891,54.0403,2019-02-17,21:57,4.0,17.51,,2,almost full moon,,Ireland,2019-02-17 21:57:00,-0.7071067811865477,54.374736656515495,149.12692332432985
1620,SQM,28.6683,-17.9032,522.341,2019-02-17,21:55,2.0,16.98,7102,0,Orin 70 grados suroeste. Luna muy crecida 80 grados este.,Zona suburbana Los Pedregales,Spain,2019-02-17 21:55:00,-0.7071067811865477,62.47022847154506,102.55564214449295
1629,SQM,51.8635,-8.44511,48.8769,2019-02-18,19:33,4.0,17.75,,0,,,Ireland,2019-02-18 19:33:00,-0.9659258262890684,26.42520599019922,96.66029295649955
1673,SQM,51.8635,-8.44511,48.8769,2019-02-19,19:35,2.0,16.25,,6,,,Ireland,2019-02-19 19:35:00,-0.9659258262890684,14.71623605258728,88.37441651486752
1675,SQM,51.8635,-8.44511,48.8769,2019-02-20,19:45,3.0,16.42,,6,,,Ireland,2019-02-20 19:45:00,-0.9659258262890684,3.9077230390514,82.71451680852991
1683,SQM,51.8635,-8.44511,48.8769,2019-02-21,19:12,4.0,17.94,,2,,,Ireland,2019-02-21 19:12:00,-0.9659258262890684,-12.790023307091136,69.03858189136643
1685,SQM,28.6683,-17.9032,522.43,2019-02-21,21:08,3.0,19.74,7102,0,Orin 75 grados suroeste. Luna menguante saliendo al este.,Zona suburbana Los Pedregales. Estadio muy iluminado.,Spain,2019-02-21 21:08:00,-0.7071067811865477,-4.260922399095044,85.09127516650202
1688,SQM,28.6683,-17.9032,522.688,2019-02-21,22:28,3.0,19.33,7102,0,Orin 45 grados oeste. Luna menguante 30 grsdos este.,Zona suburbana Los Pedregales. Luces de ciudad atenuadas,Spain,2019-02-21 22:28:00,-0.5000000000000004,12.522858752887457,94.67719833312965
1692,SQM,51.8635,-8.44511,48.8769,2019-02-22,19:25,4.0,17.67,,2,,,Ireland,2019-02-22 19:25:00,-0.9659258262890684,-22.54707634262075,64.0998707302612
1693,SQM,28.6683,-17.9032,522.447,2019-02-22,21:55,3.0,20.09,7102,0,"Orin 70 grados suroeste. Luna creciente a punto de salir. Temp 17,5 C.",Zona suburbana Los Pedregales. Gala musical exterior en ciudad,Spain,2019-02-22 21:55:00,-0.7071067811865477,-7.9694778291494295,89.36667532082609
1698,SQM,51.8635,-8.44511,48.8769,2019-02-23,19:41,5.0,19.37,,0,,,Ireland,2019-02-23 19:41:00,-0.9659258262890684,-31.334456729599953,59.415727332835665
1700,SQM,52.253,-8.36083,75.0532,2019-02-23,21:45,6.0,21.1,,0,little hazy,,Ireland,2019-02-23 21:45:00,-0.7071067811865477,-14.165044216049703,85.65323445172659
1701,SQM,28.6683,-17.9032,522.688,2019-02-23,21:38,4.0,20.53,7102,0,Orin 65 grados suroeste. Calima en capas bajas. Temp 22 C. Luna menguante bajo horizonte.,Zona suburbana Los Pedregales,Spain,2019-02-23 21:38:00,-0.7071067811865477,-24.55949815761072,85.90644932843523
1702,SQM,28.6683,-17.9032,522.516,2019-02-23,23:32,3.0,20.57,7102,0,Orin 55 grados oeste. Calima en capas bajas. Algo de viento.Temp 22C. Luna menguante bajo horizonte.,Zona suburbana Los Pedregales,Spain,2019-02-23 23:32:00,-0.2588190451025215,-0.7428210232490295,99.42787387814425
1706,SQM,52.921,13.5487,64.9029,2019-02-24,15:20,6.0,21.37,4795,0,,Parklatz-Tierpark- Schorfheide,Germany,2019-02-24 15:20:00,-0.7071067811865471,-48.68273472449412,353.03423518790095
1710,SQM,51.8635,-8.44511,48.8769,2019-02-24,19:28,3.0,17.29,,2,,,Ireland,2019-02-24 19:28:00,-0.9659258262890684,-42.58784940073904,46.014615980060036
1715,SQM,28.6683,-17.9032,522.292,2019-02-24,22:16,3.0,20.56,7102,0,"Orin 60 grados oeste. Luna creciente bajo horizonte. Calima. Temp 21,5C",Zona suburbana Los Pedregales,Spain,2019-02-24 22:16:00,-0.5000000000000004,-29.131725840921582,89.01016533186838
1730,SQM,28.6683,-17.9032,526.545,2019-02-25,23:51,3.0,20.6,7102,0,"Orin 40 grados sobre horizonte oeste, sobre ciudad. Luna menguante bajo horizonte. Calima. Temp 19C",Zona suburbana Los Pedregales,Spain,2019-02-25 23:51:00,-0.2588190451025215,-21.29573370904324,97.89660721434532
1754,SQM,51.6133,-0.242278,78.0378,2019-02-26,20:00,5.0,18.17,0666,0,Clear. Some light from nearby traffic lights.,,United Kingdom,2019-02-26 20:00:00,-0.8660254037844386,-52.17777020744211,40.237788891026504
1807,SQM,32.009,-102.165,867.729,2019-02-27,03:06,3.0,19.41,,0,"Clear, but light polluted.",In urban neighborhood,United States - Texas,2019-02-27 03:06:00,0.7071067811865475,-63.82812588327381,67.88019908975339
1879,SQM,-30.5042,151.667,1023.89,2019-02-28,09:56,4.0,21.14,,0,"Some haze, milky way in zenith","Suburban/rural, mixture of nearby but shaded street lights, HPS and LED 3000K, nearby trees.",Australia,2019-02-28 09:56:00,0.7071067811865476,-38.50915372256203,171.8564218039825
1882,SQM,48.5058,-2.75898,84.4667,2019-02-26,20:05,2.0,18.5,8456,0,"Clear sky, Humidity 76%, 1028.1 hPa, wind SSE 7.2 Gust 10.8 Km/h at 21h, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Temperature about 10C",Urban sky some old luminaries cut off HPS lamps. (85m). Lighting occulted by trees.,France,2019-02-26 20:05:00,-0.8660254037844386,-55.0527610492121,41.086243949055934
1883,SQM,48.4881,-2.75101,109.415,2019-02-26,20:20,3.0,18.8,8456,0,"Clear sky, Humidity 76%, 1028.1 hPa, wind SSE 7.2 Gust 10.8 Km/h at 21h, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Temperature about 10C","Urban. In front funeral center. Glare by lighting of Hospital parking, and bus depot. (115m) Measure with lighting partially occulted by trees.",France,2019-02-26 20:20:00,-0.8660254037844386,-53.447108504589245,46.215808630504654
1884,SQM,48.48,-2.71028,97.6686,2019-02-26,20:40,5.0,19.85,8456,0,"Clear sky, Humidity 76%, 1028.1 hPa, wind SSE 7.2 Gust 10.8 Km/h at 21h, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Humidity 79%. Temperature about 10C",Suburban Sky. Many residential area (Some good luminaries) 1.5km at West and North-west. Town centre at 2.1 km NW.,France,2019-02-26 20:40:00,-0.8660254037844386,-51.058858565390885,52.563191003012555
1885,SQM,48.4989,-2.71342,82.3606,2019-02-26,20:55,3.0,19.2,8456,0,"Clear sky, Humidity 76%, 1028.1 hPa, wind SSE 7.2 Gust 10.8 Km/h at 21h, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Humidity 79%. Temperature about 10C.","Urban. Sky glow caused by commercial area on west and South-west, about 1800m.",France,2019-02-26 20:55:00,-0.8660254037844386,-49.132914071090376,56.901715901216626
1886,SQM,48.4969,-2.72756,103.87,2019-02-26,21:05,2.0,18.1,8456,0,"Clear sky, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Humidity 79%, 1027.8 hPa, Wind SSE 7.2/ 14.4 Km/h. Temperature about 10C.","Urban... Near the parking enlighten. Illuminated signs and restaurants (Mcdonalds, Quick And service station",France,2019-02-26 21:05:00,-0.7071067811865477,-47.809561563806774,59.64237503269741
1887,SQM,48.4915,-2.72871,101.409,2019-02-26,21:20,3.0,19.2,8456,0,"Clear sky, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Humidity 79%, 1027.8 hPa, Wind SSE 7.2/ 14.4 Km/h. Temperature about 10C.","Urban. In Major city with ambient Light. In the gardens pathway, some sources occulted by trees.150/80 m",France,2019-02-26 21:20:00,-0.7071067811865477,-45.74395597244052,63.57130424747397
1888,SQM,48.4959,-2.74147,93.0326,2019-02-26,21:30,3.0,19.2,8456,0,"Clear sky, Humidity 78%. 1028.0 hPa, wind S 7.2/14.4 Km/h at 22 h. Humidity 79%, 1027.8 hPa, Wind SSE 7.2/ 14.4 Km/h. Temperature about 10C.","Urban, in Major city. In ambient Light, and on one pathway of an park, some sources occulted by trees. (95m)",France,2019-02-26 21:30:00,-0.7071067811865477,-44.3298462457555,66.04550238099812
1905,SQM,28.6683,-17.9032,522.516,2019-02-28,22:49,3.0,20.83,7102,0,Orin 45 grados oeste sobre luces de ciudad (sin atenuar),Zona suburbana Los Pedregales,Spain,2019-02-28 22:49:00,-0.5000000000000004,-67.43246960004515,77.50623756388008
1909,SQM,28.6683,-17.9032,522.516,2019-02-28,23:30,3.0,20.73,7102,0,"Orin 20 grados oeste cielo con nubes altas por esa Zona, casi transparentes",Zona suburbana Los Pedregales,Spain,2019-02-28 23:30:00,-0.2588190451025215,-58.963781452908606,84.87973832246865
1972,SQM,48.375,-123.56,126.683,2019-03-02,06:00,6.0,21.34,,0,Clear sky transparency 7/10,"Rural, 1 acre clearing in evergreen forest",Canada,2019-03-02 06:00:00,1.0,-61.861321322736764,21.466850527874847
1979,SQM,52.6304,13.3185,45.3552,2019-02-11,19:30,5.0,19.45,4795,0,,,Germany,2019-02-11 19:30:00,-0.9659258262890684,31.211976771868823,240.7948394640495
1980,SQM,52.921,13.5482,65.897,2019-02-27,20:57,6.0,21.42,4795,0,,Parkplatz Wildpark Schorfheide,Germany,2019-02-27 20:57:00,-0.8660254037844386,-45.88966580092694,59.76819126236012
1990,SQM,50.9396,-113.979,1042.14,2019-03-03,02:28,5.0,18.86,,0,Clear,Urban large light pollluted city,Canada,2019-03-03 02:28:00,0.49999999999999994,-45.239027342600835,296.930827143294
2007,SQM,52.2221,8.00998,86.2346,2019-02-27,21:50,6.0,20.42,2536,0,"some haze, not best transparency","suburban, street lighting",Germany,2019-02-27 21:50:00,-0.7071067811865477,-42.31173594143943,68.0181533131873
2095,SQM,40.9739,-75.3942,302.485,2019-03-05,00:20,4.0,21.02,,0,It was a perfect night sky but it was so cold.,"According to our Dark Sky Meter app: Rural/suburban. Light pollution domes visible in various directions over the horizon. Milky way above the horizon still impressive, but lacks most of the finer detail.",United States - Pennsylvania,2019-03-05 00:20:00,0.0,-35.259458236787246,280.0796096475828
2097,SQM,40.9739,-75.3942,302.485,2019-03-05,00:44,4.0,21.02,,0,Clear but cold,"Rural/suburban, some light pollution.",United States - Pennsylvania,2019-03-05 00:44:00,0.0,-39.47629448836485,284.64828539921484
2139,SQM,46.2478,7.02684,443.72,2019-03-05,18:17,6.0,20.5,8783,0,,,Switzerland,2019-03-05 18:17:00,-1.0,-21.305289224876446,272.9091572465528
2143,SQM,41.3479,21.5489,653.043,2019-03-04,18:47,3.0,17.57,3930,0,Clear sky,Urban location,Macedonia (FYROM),2019-03-04 18:47:00,-1.0,-47.18344467001524,293.39782412073185
2144,SQM,41.3441,21.5528,651.509,2019-03-04,20:30,4.0,17.76,3930,0,Clear sky. Orion is visible.,Urban location. There are street lights 100 m away,Macedonia (FYROM),2019-03-04 20:30:00,-0.8660254037844386,-61.316317657619344,326.87831544154625
2145,SQM,28.6683,-17.9032,522.447,2019-03-05,20:20,4.0,21.05,7102,2,"Algunas nubes. Orin 65 grados suroeste. Temp 15,5 C",Zona suburbana Los Pedregales,Spain,2019-03-05 20:20:00,-0.8660254037844386,-25.3317059331864,268.89945334497213
2146,SQM,41.3441,21.5528,651.509,2019-03-04,18:20,5.0,18.02,3930,2,Some clouds,I am on the balcony of my house.,Macedonia (FYROM),2019-03-04 18:20:00,-1.0,-42.669882179110274,287.34401766131793
2153,SQM,32.7099,-108.299,1749.05,2019-02-25,04:15,6.0,21.36,2547,0,,,United States - New Mexico,2019-02-25 04:15:00,0.8660254037844386,-32.52202074845381,85.75159921908525
2185,SQM,35.5451,-97.3012,360.783,2019-03-06,03:30,5.0,19.28,2278,0,Some haze.,Suburban. 3 streetlights and 5 porch lights.,United States - Oklahoma,2019-03-06 03:30:00,0.7071067811865475,-44.32206169179583,290.5009636781274
2193,SQM,36.4202,-116.812,210.481,2019-03-04,04:07,7.0,21.73,9195,0,Clear sky.  Zodiacal light clearly visible.,Takn from the observation deck at Zabriskie Point.,United States - California,2019-03-04 04:07:00,0.8660254037844386,-56.174421586460866,294.29522908349855
2195,SQM,45.5647,5.89931,285.501,2019-03-05,20:20,5.0,19.73,,0,,suburban,France,2019-03-05 20:20:00,-0.8660254037844386,-40.32776828681073,296.57008146937534
2204,SQM,51.9084,-8.45732,78.0431,2019-03-06,21:01,4.0,18.78,,0,,Urban location  Back garden with no visible street light,Ireland,2019-03-06 21:01:00,-0.7071067811865477,-25.806177488066112,289.5206716069943
2205,SQM,51.9084,-8.45732,78.0431,2019-03-05,21:00,3.0,17.45,,6,Overcast sky,Urban area   Back garden with no direct street light,Ireland,2019-03-05 21:00:00,-0.7071067811865477,-34.72310458422399,296.3731438005082
2210,SQM,28.6683,-17.9032,522.823,2019-03-06,22:18,3.0,20.86,7102,6,"Orin apenas visible 25 grados oeste. TEMP 15,5 C",Zona suburbana Los Pedregales,Spain,2019-03-06 22:18:00,-0.5000000000000004,-39.090622930215204,283.1127392295331
2354,SQM,41.3459,21.5621,657.451,2019-03-07,19:36,1.0,18.87,3930,4,There are some clouds on the sky,Urban environment. I am on the parking.,Macedonia (FYROM),2019-03-07 19:36:00,-0.9659258262890684,-25.490001169799683,286.99502924530236
2355,SQM,41.3447,21.5614,657.096,2019-03-07,19:44,1.0,17.87,3930,4,"I can not see the constellation Orion clearly, but I can see some stars on the sky.",Urban location.,Macedonia (FYROM),2019-03-07 19:44:00,-0.9659258262890684,-26.85257452384767,288.50752459782854
2356,SQM,41.3437,21.551,651.225,2019-03-07,19:55,3.0,18.44,3930,2,I can see Orion.,Urban location.,Macedonia (FYROM),2019-03-07 19:55:00,-0.9659258262890684,-28.698119660222275,290.63226256616
2357,SQM,41.3444,21.5419,646.058,2019-03-07,19:58,4.0,18.77,3930,2,I can see Orion.,Urban location in the city of Prilep. This is very dark location.,Macedonia (FYROM),2019-03-07 19:58:00,-0.9659258262890684,-29.19213902642779,291.2183927381043
2358,SQM,41.3435,21.5538,652.054,2019-03-07,20:10,3.0,17.17,3930,4,I can not see the constellation Orion. There are some clouds on the sky.,Urban location near the Elementary musical school in Prilep and behind the Elementary school Kocho Racin.,Macedonia (FYROM),2019-03-07 20:10:00,-0.8660254037844386,-31.18103581127163,293.65281420093794
2381,SQM,32.581,-97.0424,168.67,2019-03-08,01:59,5.0,20.0,1687,2,,,United States - Texas,2019-03-08 01:59:00,0.25881904510252074,-5.805853180028094,269.3207945582211
2403,SQM,47.274,-122.651,4.82068,2019-03-08,04:35,5.0,19.5,,2,,Suburban but no street lights super close by. Maybe 200m away? No snow and little other disturbances.,United States - Washington,2019-03-08 04:35:00,0.8660254037844386,-13.727998288486509,280.0750377742917
2405,SQM,47.274,-122.651,4.91387,2019-03-08,04:43,1.0,19.5,,2,Quite of a bit of glow on the horizon due to homes across the water.,Suburban but no street lights super close by. Maybe 200m away? No snow and little other disturbances.,United States - Washington,2019-03-08 04:43:00,0.8660254037844386,-14.999375609167267,281.57866550457015
2408,SQM,47.274,-122.651,4.91387,2019-03-08,04:43,1.0,19.5,,2,Quite of a bit of glow on the horizon due to homes across the water.,Suburban but no street lights super close by. Maybe 200m away? No snow and little other disturbances.,United States - Washington,2019-03-08 04:43:00,0.8660254037844386,-14.999375609167267,281.57866550457015
2423,SQM,28.6683,-17.9032,522.21,2019-03-08,21:30,3.0,21.06,7102,0,Orin 45 grados sobre horizonte oeste.  Temp 16C,Zona suburbana Los Pedregales,Spain,2019-03-08 21:30:00,-0.7071067811865477,-7.085693364335843,273.88881053646253
2447,SQM,47.6103,20.7284,91.2954,2019-02-26,20:15,5.0,20.85,4772,0,,data: numero 4;        sk. adatom 4.,Hungary,2019-02-26 20:15:00,-0.8660254037844386,-41.25220264069308,71.82154567364155
2448,SQM,47.6101,20.728,91.3799,2019-02-27,20:16,5.0,21.12,4772,0,,data no. 5;  sk adatom 5.;,Hungary,2019-02-27 20:16:00,-0.8660254037844386,-49.92879388580996,61.73350723909814
2461,SQM,28.6683,-17.9032,522.447,2019-03-09,23:16,4.0,21.7,7102,0,"Orin 15 grados sobre horizonte oeste. Fotometro orientado al cenit.  Temp: 16,5C",Zona suburbana Los Pedregales,Spain,2019-03-09 23:16:00,-0.2588190451025215,-17.81476485484171,286.00544534165056
2485,SQM,51.8068,-8.39021,38.4698,2019-03-10,19:15,4.0,17.74,0821,6,overcast,,Ireland,2019-03-10 19:15:00,-0.9659258262890684,28.53906009683717,244.6691925364821
2491,SQM,28.6683,-17.9032,522.81,2019-03-10,22:36,3.0,21.49,7102,0,Leo en cenit .Ligera Calima. Temp 20C,Zona suburbana Los Pedregales,Spain,2019-03-10 22:36:00,-0.5000000000000004,1.7964447098420462,279.32897504140794
2549,SQM,-41.1324,-71.3496,827.987,2019-03-11,18:20,1.0,17.0,,0,No clouds.,Rural type and in winter snows.,Argentina,2019-03-11 18:20:00,-1.0,26.46410600566847,38.51784757065859
2568,SQM,28.6683,-17.9032,522.823,2019-03-11,23:53,4.0,21.57,7102,0,"Leo  80 grados sobre horizonte oeste.  Temp 18,5. Ligera calima.",Zona suburbana Los Pedregales,Spain,2019-03-11 23:53:00,-0.2588190451025215,-2.44419463109288,286.5354427634537
2572,SQM,38.8878,-119.82,1466.48,2019-03-12,07:12,6.0,21.3,,0,,,United States - Nevada,2019-03-12 07:12:00,0.9659258262890683,-1.9593176788221744,290.07068605665796
2593,SQM,39.0063,-77.4881,88.064,2019-03-10,23:54,3.0,16.66,6683,0,,"Urban, large parking lot nearby with numerous lights on, large cinema theater building with connecting buildings nearby (all with lights on), a handful of streetlights",United States - Virginia,2019-03-10 23:54:00,-0.2588190451025215,34.97104284268675,251.633288971341
2596,SQM,28.6683,-17.9032,522.81,2019-03-13,00:25,3.0,21.25,7102,4,Leo 80 grados sobre horizonte suroeste. Temp 16C.,Zona suburbana Los Pedregales,Spain,2019-03-13 00:25:00,0.0,2.8125544971787995,287.5816079557137
2597,SQM,28.6683,-17.9032,522.328,2019-03-12,23:30,4.0,21.6,7102,2,Leo 80 grados sobre horizonte suroeste. Temp 16C.,Zona suburbana Los Pedregales,Spain,2019-03-12 23:30:00,-0.2588190451025215,14.059667721480901,281.5679670454594
2618,SQM,49.0923,2.28881,133.354,2019-02-25,19:00,4.0,18.5,000,0,Pas de nuages - vaste halo jauntre de pollution lumineuse au-dessus de l'horizon sud (due  Paris et  la banlieue nord) - Voie Lacte indiscernable - Atmosphre trs peu humide,site rural  500 m du centre du village - aucun clairage urbain  moins de 500 m - sentier agricole - pas de passage de vhicules terrestres - circulation arienne intense,France,2019-02-25 19:00:00,-0.9659258262890684,-51.338180363085804,40.26972422469932
2631,SQM,28.6681,-17.9029,524.577,2019-03-13,21:31,3.0,20.47,7102,4,Nubes altas (cirros transparentes). Leo 80 grados horizonte sureste. Luna creciente 45 grados sobre horizonte oeste.,Zona suburbana Los Pedregales,Spain,2019-03-13 21:31:00,-0.7071067811865477,51.44039018533955,265.39147054603393
